monitor_id,product_id,screen_size,resolution,refresh_rate,response_time_(g2g),panel_type,aspect_ratio
325835,129383,22.0  in,1680 x 1050,60 Hz,,TN,16:10
325836,129384,23.6  in,1920 x 1080,60 Hz,1 ms,TN,16:09
325837,129385,27.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
325838,129386,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325839,129387,31.5  in,1920 x 1080,60 Hz,4 ms,VA,16:09
325840,129388,24.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
325841,129389,24.0  in,1920 x 1080,,5 ms,,16:09
325842,129390,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325843,129391,24.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
325844,129392,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
325845,129393,27.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
325846,129394,27.0  in,1920 x 1080,120 Hz,2 ms,,16:09
325847,129395,27.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
325848,129396,22.0  in,1680 x 1050,60 Hz,2 ms,TN,16:10
325849,129397,31.5  in,2560 x 1440,75 Hz,8 ms,IPS,16:09
325850,129398,34.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
325851,129399,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325852,129400,27.0  in,2560 x 1440,60 Hz,5 ms,PLS,16:09
325853,129401,23.0  in,1920 x 1080,,6 ms,IPS,16:09
325854,129402,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325855,129403,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
325856,129404,27.0  in,3840 x 2160,60 Hz,4 ms,IPS,16:09
325857,129405,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325858,129406,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
325859,129407,31.5  in,1920 x 1080,144 Hz,1 ms,VA,16:09
325860,129408,23.8  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
325861,129409,23.8  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
325862,129410,22.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325863,129411,40.0  in,3840 x 2160,60 Hz,5 ms,VA,16:09
325864,129412,27.0  in,1920 x 1080,240 Hz,1 ms,TN,16:09
325865,129413,27.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
325866,129414,27.0  in,1920 x 1080,144 Hz,2 ms,,16:09
325867,129415,23.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
325868,129416,27.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
325869,129417,24.0  in,1920 x 1080,,5 ms,TN,16:09
325870,129418,32.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
325871,129419,32.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
325872,129420,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325873,129421,23.0  in,1920 x 1080,,1 ms,TN,16:09
325874,129422,24.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
325875,129423,31.0  in,4096 x 2160,60 Hz,5 ms,IPS,256:135
325876,129424,19.0  in,1440 x 900,,5 ms,,16:10
325877,129425,15.0  in,1024 x 768,60 Hz,8 ms,TN,4:03
325878,129426,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325879,129427,28.0  in,3840 x 2160,60 Hz,2 ms,TN,16:09
325880,129428,27.0  in,1920 x 1080,144 Hz,7 ms,VA,16:09
325881,129429,27.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
325882,129430,32.0  in,1920 x 1080,60 Hz,25 ms,IPS,16:09
325883,129431,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325884,129432,29.0  in,2560 x 1080,75 Hz,5 ms,IPS,21:09
325885,129433,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325886,129434,23.0  in,1920 x 1080,,5 ms,TN,16:09
325887,129435,24.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
325888,129436,27.0  in,2560 x 1440,144 Hz,5 ms,VA,16:09
325889,129437,19.5  in,1600 x 900,60 Hz,5 ms,,16:09
325890,129438,27.0  in,1920 x 1080,60 Hz,6 ms,,16:09
325891,129439,27.0  in,2560 x 1440,85 Hz,6 ms,IPS,16:09
325892,129440,23.6  in,1920 x 1080,,1 ms,,16:09
325893,129441,27.0  in,2560 x 1440,60 Hz,6 ms,PLS,16:09
325894,129442,35.0  in,3440 x 1440,100 Hz,5 ms,VA,21:09
325895,129443,37.5  in,3840 x 1600,75 Hz,5 ms,IPS,12:05
325896,129444,27.0  in,3840 x 2160,60 Hz,4 ms,IPS,16:09
325897,129445,28.0  in,3840 x 2160,60 Hz,5 ms,TN,16:09
325898,129446,32.0  in,2560 x 1440,60 Hz,5 ms,VA,16:09
325899,129447,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325900,129448,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
325901,129449,23.0  in,1920 x 1080,60 Hz,,IPS,16:09
325902,129450,31.5  in,1920 x 1080,144 Hz,4 ms,VA,16:09
325903,129451,27.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
325904,129452,27.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
325905,129453,27.0  in,1920 x 1080,120 Hz,1 ms,TN,16:09
325906,129454,24.0  in,1920 x 1080,60 Hz,1 ms,TN,16:09
325907,129455,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325908,129456,29.0  in,2560 x 1080,75 Hz,5 ms,IPS,21:09
325909,129457,25.0  in,1920 x 1200,75 Hz,4 ms,IPS,16:10
325910,129458,24.0  in,1920 x 1200,,5 ms,IPS,16:10
325911,129459,19.5  in,1600 x 900,60 Hz,,TN,16:09
325912,129460,18.5  in,1366 x 768,,5 ms,,16:09
325913,129461,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
325914,129462,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325915,129463,27.0  in,2560 x 1440,144 Hz,4 ms,IPS,16:09
325916,129464,23.6  in,3840 x 2160,60 Hz,4 ms,IPS,16:09
325917,129465,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325918,129466,27.0  in,3840 x 2160,60 Hz,6 ms,IPS,16:09
325919,129467,31.5  in,3840 x 2160,60 Hz,8 ms,PLS,16:09
325920,129468,17.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
325921,129469,27.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
325922,129470,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325923,129471,31.5  in,2560 x 1440,144 Hz,3 ms,VA,16:09
325924,129472,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325925,129473,40.0  in,1920 x 1080,60 Hz,8 ms,,16:09
325926,129474,27.0  in,2560 x 1440,165 Hz,1 ms,TN,16:09
325927,129475,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325928,129476,24.0  in,1920 x 1080,60 Hz,1 ms,TN,16:09
325929,129477,23.6  in,1920 x 1080,,5 ms,TN,16:09
325930,129478,22.0  in,1680 x 1050,,5 ms,,16:10
325931,129479,21.5  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
325932,129480,31.5  in,3840 x 2160,60 Hz,4 ms,VA,16:09
325933,129481,34.0  in,3440 x 1440,100 Hz,5 ms,VA,21:09
325934,129482,32.0  in,2560 x 1440,75 Hz,4 ms,VA,16:09
325935,129483,27.0  in,2560 x 1440,60 Hz,4 ms,IPS,16:09
325936,129484,23.8  in,1920 x 1200,75 Hz,4 ms,IPS,16:10
325937,129485,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325938,129486,31.5  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
325939,129487,27.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
325940,129488,19.5  in,1440 x 900,60 Hz,5 ms,IPS,16:10
325941,129489,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325942,129490,22.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325943,129491,23.6  in,1920 x 1080,60 Hz,4 ms,PLS,16:09
325944,129492,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325945,129493,31.5  in,1920 x 1080,75 Hz,4 ms,VA,16:09
325946,129494,29.0  in,2560 x 1080,75 Hz,5 ms,IPS,21:09
325947,129495,23.6  in,1920 x 1080,60 Hz,5 ms,PLS,16:09
325948,129496,19.0  in,1440 x 900,60 Hz,5 ms,TN,16:10
325949,129497,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
325950,129498,28.0  in,3840 x 2160,60 Hz,1 ms,TN,16:09
325951,129499,27.0  in,2560 x 1440,144 Hz,,TN,16:09
325952,129500,24.0  in,1920 x 1080,60 Hz,6 ms,,16:09
325953,129501,35.0  in,3440 x 1440,100 Hz,4 ms,VA,21:09
325954,129502,23.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
325955,129503,18.5  in,1360 x 768,,5 ms,TN,16:09
325956,129504,27.0  in,1920 x 1080,60 Hz,5 ms,VA,16:09
325957,129505,31.5  in,3840 x 2160,60 Hz,4 ms,VA,16:09
325958,129506,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325959,129507,27.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
325960,129508,28.0  in,3840 x 2160,30 Hz,5 ms,TN,16:09
325961,129509,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325962,129510,23.0  in,1920 x 1080,,5 ms,IPS,16:09
325963,129511,23.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
325964,129512,19.5  in,1600 x 900,,5 ms,TN,16:09
325965,129513,30.0  in,2560 x 1600,60 Hz,6 ms,IPS,16:10
325966,129514,23.6  in,1920 x 1080,,5 ms,TN,16:09
325967,129515,27.0  in,1920 x 1080,60 Hz,2 ms,TN,16:09
325968,129516,47.6  in,1920 x 1080,60 Hz,,VA,16:09
325969,129517,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325970,129518,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325971,129519,27.0  in,1920 x 1080,75 Hz,4 ms,TN,16:09
325972,129520,29.5  in,2560 x 1080,200 Hz,4 ms,VA,21:09
325973,129521,19.0  in,1440 x 900,,5 ms,,16:10
325974,129522,34.0  in,2560 x 1080,75 Hz,5 ms,IPS,21:09
325975,129523,23.6  in,1920 x 1080,60 Hz,4 ms,PLS,16:09
325976,129524,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325977,129525,24.0  in,1920 x 1080,60 Hz,4 ms,VA,16:09
325978,129526,24.0  in,3840 x 2160,60 Hz,3 ms,PLS,16:09
325979,129527,30.0  in,2560 x 1600,60 Hz,7 ms,IPS,16:10
325980,129528,23.6  in,1920 x 1080,,2 ms,,16:09
325981,129529,27.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
325982,129530,27.0  in,1920 x 1080,75 Hz,4 ms,IPS,16:09
325983,129531,25.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
325984,129532,34.0  in,3440 x 1440,60 Hz,5 ms,IPS,21:09
325985,129533,27.0  in,3840 x 2160,60 Hz,,IPS,16:09
325986,129534,21.5  in,1920 x 1080,60 Hz,,IPS,16:09
325987,129535,24.0  in,1920 x 1200,60 Hz,8 ms,IPS,16:10
325988,129536,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325989,129537,27.0  in,1920 x 1080,75 Hz,4 ms,VA,16:09
325990,129538,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325991,129539,15.0  in,1024 x 768,,8 ms,,4:03
325992,129540,23.0  in,1920 x 1080,,2 ms,,16:09
325993,129541,19.0  in,1440 x 900,60 Hz,5 ms,TN,16:10
325994,129542,20.7  in,1920 x 1080,60 Hz,5 ms,TN,16:09
325995,129543,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
325996,129544,23.8  in,1920 x 1080,60 Hz,4 ms,IPS,16:09
325997,129545,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
325998,129546,35.0  in,2560 x 1080,144 Hz,4 ms,VA,21:09
325999,129547,24.5  in,1920 x 1080,240 Hz,1 ms,TN,16:09
326000,129548,27.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326001,129549,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326002,129550,27.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326003,129551,27.0  in,1920 x 1080,60 Hz,5 ms,VA,16:09
326004,129552,22.0  in,1920 x 1080,60 Hz,1 ms,TN,16:09
326005,129553,22.0  in,1920 x 1080,60 Hz,5 ms,,16:09
326006,129554,22.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326007,129555,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326008,129556,34.0  in,3440 x 1440,75 Hz,5 ms,IPS,21:09
326009,129557,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326010,129558,49.0  in,5120 x 1440,120 Hz,,VA,32:09:00
326011,129559,21.5  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326012,129560,27.0  in,2560 x 1440,60 Hz,14 ms,IPS,16:09
326013,129561,27.0  in,1920 x 1080,144 Hz,1 ms,VA,16:09
326014,129562,21.5  in,1920 x 1080,,4 ms,IPS,16:09
326015,129563,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
326016,129564,27.0  in,2560 x 1440,70 Hz,5 ms,IPS,16:09
326017,129565,19.0  in,1280 x 1024,60 Hz,5 ms,IPS,5:04
326018,129566,19.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
326019,129567,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326020,129568,24.0  in,1920 x 1200,60 Hz,4 ms,PLS,16:10
326021,129569,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326022,129570,23.8  in,1920 x 1080,60 Hz,4 ms,IPS,16:09
326023,129571,23.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326024,129572,28.0  in,3840 x 2160,60 Hz,1 ms,TN,16:09
326025,129573,30.0  in,2560 x 1600,,6 ms,IPS,16:10
326026,129574,20.0  in,1600 x 900,,5 ms,,16:09
326027,129575,31.5  in,2560 x 1440,144 Hz,4 ms,PVA,16:09
326028,129576,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326029,129577,21.5  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326030,129578,24.0  in,1920 x 1080,60 Hz,6 ms,TN,16:09
326031,129579,40.0  in,3840 x 2160,60 Hz,3 ms,VA,16:09
326032,129580,24.0  in,1920 x 1200,60 Hz,6 ms,IPS,16:10
326033,129581,27.0  in,2560 x 1440,144 Hz,6 ms,IPS,16:09
326034,129582,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326035,129583,27.0  in,2560 x 1440,144 Hz,4 ms,IPS,16:09
326036,129584,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326037,129585,27.0  in,1920 x 1080,60 Hz,4 ms,VA,16:09
326038,129586,24.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
326039,129587,27.0  in,2560 x 1440,144 Hz,1 ms,TN,16:09
326040,129588,23.0  in,1920 x 1080,,8 ms,,16:09
326041,129589,24.0  in,1920 x 1080,,2 ms,TN,16:09
326042,129590,24.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
326043,129591,37.5  in,3840 x 1600,60 Hz,5 ms,IPS,12:05
326044,129592,27.0  in,2560 x 1440,165 Hz,1 ms,VA,16:09
326045,129593,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326046,129594,19.0  in,1280 x 1024,60 Hz,8 ms,IPS,5:04
326047,129595,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326048,129596,24.0  in,1920 x 1080,75 Hz,1 ms,TN,16:09
326049,129597,24.0  in,1920 x 1080,,5 ms,,16:09
326050,129598,27.0  in,1920 x 1080,60 Hz,4 ms,VA,16:09
326051,129599,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326052,129600,32.0  in,1366 x 768,,8 ms,,16:09
326053,129601,27.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
326054,129602,29.0  in,1366 x 480,,8 ms,IPS,683:240
326055,129603,27.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
326056,129604,21.5  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326057,129605,24.0  in,1920 x 1080,60 Hz,1 ms,TN,16:09
326058,129606,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
326059,129607,19.0  in,1366 x 768,,5 ms,,16:09
326060,129608,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326061,129609,23.8  in,1920 x 1080,75 Hz,,VA,16:09
326062,129610,24.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
326063,129611,23.0  in,1920 x 1080,,2 ms,,16:09
326064,129612,24.0  in,1920 x 1080,,2 ms,,16:09
326065,129613,22.0  in,1920 x 1080,,5 ms,,16:09
326066,129614,17.0  in,1280 x 1024,,5 ms,,5:04
326067,129615,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
326068,129616,27.0  in,2560 x 1440,60 Hz,5 ms,PLS,16:09
326069,129617,34.0  in,3440 x 1440,60 Hz,5 ms,VA,21:09
326070,129618,27.0  in,3840 x 2160,60 Hz,14 ms,IPS,16:09
326071,129619,34.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
326072,129620,27.0  in,1920 x 1080,60 Hz,6 ms,VA,16:09
326073,129621,27.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
326074,129622,27.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
326075,129623,24.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326076,129624,27.0  in,1920 x 1080,75 Hz,,IPS,16:09
326077,129625,20.0  in,1600 x 900,,5 ms,,16:09
326078,129626,27.0  in,1920 x 1080,144 Hz,1 ms,TN,16:09
326079,129627,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326080,129628,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326081,129629,27.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326082,129630,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326083,129631,27.0  in,2560 x 1440,,16 ms,IPS,16:09
326084,129632,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
326085,129633,21.5  in,1920 x 1080,,5 ms,TN,16:09
326086,129634,15.0  in,1024 x 768,,12 ms,,4:03
326087,129635,22.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326088,129636,23.6  in,1920 x 1080,75 Hz,4 ms,VA,16:09
326089,129637,23.8  in,1920 x 1080,55 Hz,5 ms,IPS,16:09
326090,129638,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
326091,129639,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326092,129640,27.0  in,1920 x 1080,144 Hz,6 ms,VA,16:09
326093,129641,22.0  in,1680 x 1050,,5 ms,TN,16:10
326094,129642,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326095,129643,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326096,129644,21.5  in,1920 x 1080,60 Hz,5 ms,,16:09
326097,129645,23.0  in,1920 x 1080,,5 ms,,16:09
326098,129646,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326099,129647,23.6  in,1920 x 1080,,2 ms,TN,16:09
326100,129648,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326101,129649,30.0  in,2560 x 1080,75 Hz,8 ms,VA,21:09
326102,129650,23.0  in,1920 x 1080,60 Hz,14 ms,IPS,16:09
326103,129651,32.0  in,1920 x 1080,144 Hz,4 ms,VA,16:09
326104,129652,32.0  in,1920 x 1080,60 Hz,,,16:09
326105,129653,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326106,129654,17.0  in,1440 x 900,60 Hz,8 ms,TN,16:10
326107,129655,55.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
326108,129656,19.5  in,1600 x 900,,5 ms,TN,16:09
326109,129657,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326110,129658,21.5  in,1920 x 1080,60 Hz,2 ms,TN,16:09
326111,129659,30.0  in,3840 x 2160,60 Hz,,,16:09
326112,129660,34.0  in,3440 x 1440,60 Hz,5 ms,IPS,21:09
326113,129661,22.0  in,1680 x 1050,120 Hz,,,16:10
326114,129662,27.0  in,2560 x 1440,144 Hz,3 ms,VA,16:09
326115,129663,32.0  in,2560 x 1440,60 Hz,7 ms,IPS,16:09
326116,129664,28.0  in,1920 x 1080,60 Hz,7 ms,VA,16:09
326117,129665,34.0  in,3440 x 1440,75 Hz,5 ms,IPS,21:09
326118,129666,21.5  in,1920 x 1080,60 Hz,8 ms,TN,16:09
326119,129667,23.6  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326120,129668,35.0  in,2560 x 1080,60 Hz,4 ms,VA,21:09
326121,129669,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326122,129670,34.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
326123,129671,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326124,129672,25.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
326125,129673,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
326126,129674,18.5  in,1366 x 768,,5 ms,TN,16:09
326127,129675,23.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326128,129676,34.0  in,3440 x 1440,60 Hz,4 ms,VA,21:09
326129,129677,19.0  in,1440 x 900,,5 ms,,16:10
326130,129678,17.0  in,1280 x 1024,,5 ms,,5:04
326131,129679,27.0  in,3840 x 2160,60 Hz,4 ms,IPS,16:09
326132,129680,27.0  in,2560 x 1440,144 Hz,1 ms,TN,16:09
326133,129681,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326134,129682,27.0  in,1920 x 1080,60 Hz,14 ms,IPS,16:09
326135,129683,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326136,129684,25.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
326137,129685,21.5  in,1920 x 1080,,5 ms,TN,16:09
326138,129686,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326139,129687,27.0  in,2560 x 1440,85 Hz,6 ms,IPS,16:09
326140,129688,27.0  in,1920 x 1080,60 Hz,4 ms,PLS,16:09
326141,129689,19.5  in,1920 x 1080,60 Hz,8 ms,VA,16:09
326142,129690,34.0  in,2560 x 1080,60 Hz,5 ms,,21:09
326143,129691,27.0  in,1920 x 1080,,4 ms,,16:09
326144,129692,27.0  in,1920 x 1080,,3 ms,,16:09
326145,129693,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326146,129694,27.0  in,2560 x 1440,,6 ms,IPS,16:09
326147,129695,23.8  in,1920 x 1080,60 Hz,5 ms,,16:09
326148,129696,27.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326149,129697,23.6  in,3840 x 2160,60 Hz,4 ms,IPS,16:09
326150,129698,21.5  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326151,129699,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326152,129700,27.0  in,1920 x 1080,,5 ms,IPS,16:09
326153,129701,34.0  in,3440 x 1440,60 Hz,5 ms,IPS,21:09
326154,129702,23.0  in,1920 x 1080,120 Hz,2 ms,,16:09
326155,129703,20.0  in,1600 x 900,60 Hz,5 ms,,16:09
326156,129704,24.0  in,1920 x 1200,,5 ms,,16:10
326157,129705,25.0  in,1920 x 1080,,5 ms,TN,16:09
326158,129706,23.0  in,1920 x 1080,,2 ms,,16:09
326159,129707,23.6  in,1920 x 1080,,5 ms,,16:09
326160,129708,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326161,129709,23.6  in,1920 x 1080,120 Hz,2 ms,TN,16:09
326162,129710,21.5  in,1920 x 1080,75 Hz,5 ms,TN,16:09
326163,129711,23.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326164,129712,31.0  in,4096 x 2160,60 Hz,5 ms,IPS,256:135
326165,129713,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326166,129714,24.0  in,3840 x 2160,60 Hz,6 ms,IPS,16:09
326167,129715,23.8  in,1920 x 1080,,7 ms,IPS,16:09
326168,129716,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326169,129717,27.0  in,2560 x 1440,,4 ms,IPS,16:09
326170,129718,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326171,129719,19.5  in,1600 x 900,,5 ms,TN,16:09
326172,129720,21.5  in,1920 x 1080,60 Hz,4 ms,IPS,16:09
326173,129721,27.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
326174,129722,23.8  in,3840 x 2160,60 Hz,6 ms,IPS,16:09
326175,129723,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
326176,129724,19.0  in,1280 x 1024,75 Hz,6 ms,IPS,5:04
326177,129725,24.0  in,1920 x 1080,,5 ms,TN,16:09
326178,129726,31.5  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
326179,129727,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326180,129728,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326181,129729,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326182,129730,21.5  in,1920 x 1080,,5 ms,TN,16:09
326183,129731,22.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326184,129732,19.0  in,1280 x 1024,60 Hz,5 ms,,5:04
326185,129733,20.0  in,1600 x 900,,5 ms,TN,16:09
326186,129734,24.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326187,129735,21.5  in,1920 x 1080,,5 ms,,16:09
326188,129736,27.0  in,1920 x 1080,75 Hz,1 ms,TN,16:09
326189,129737,22.0  in,1680 x 1050,75 Hz,5 ms,TN,16:10
326190,129738,23.0  in,1920 x 1080,,5 ms,TN,16:09
326191,129739,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326192,129740,18.5  in,1366 x 768,,5 ms,,16:09
326193,129741,25.0  in,2560 x 1440,60 Hz,4 ms,IPS,16:09
326194,129742,21.5  in,1920 x 1080,60 Hz,1 ms,TN,16:09
326195,129743,24.0  in,1920 x 1200,60 Hz,6 ms,IPS,16:10
326196,129744,22.0  in,1920 x 1080,,5 ms,,16:09
326197,129745,23.0  in,1920 x 1080,,5 ms,,16:09
326198,129746,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326199,129747,23.0  in,1920 x 1080,120 Hz,3 ms,TN,16:09
326200,129748,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326201,129749,31.5  in,2560 x 1440,144 Hz,3 ms,VA,16:09
326202,129750,27.0  in,1920 x 1080,60 Hz,4 ms,VA,16:09
326203,129751,23.6  in,1920 x 1080,,5 ms,TN,16:09
326204,129752,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326205,129753,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326206,129754,32.0  in,1920 x 1080,144 Hz,1 ms,VA,16:09
326207,129755,27.0  in,1920 x 1080,60 Hz,14 ms,IPS,16:09
326208,129756,18.5  in,1366 x 768,60 Hz,,TN,16:09
326209,129757,20.0  in,1600 x 900,60 Hz,5 ms,,16:09
326210,129758,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
